osmid,y,x,highway,street_count,geometry
194136759,-34.6190722,-58.4345294,traffic_signals,3,POINT (-58.4345294 -34.6190722)
194136760,-34.6202368,-58.4341158,,4,POINT (-58.4341158 -34.6202368)
194136761,-34.6229083,-58.4334206,traffic_signals,4,POINT (-58.4334206 -34.6229083)
194136762,-34.6257496,-58.4327978,traffic_signals,4,POINT (-58.4327978 -34.6257496)
194136763,-34.6291239,-58.4320386,,4,POINT (-58.4320386 -34.6291239)
194139377,-34.6211049,-58.4428985,traffic_signals,4,POINT (-58.4428985 -34.6211049)
194139380,-34.618273,-58.4284737,traffic_signals,4,POINT (-58.4284737 -34.618273)
194143767,-34.6366686,-58.4458333,traffic_signals,4,POINT (-58.4458333 -34.6366686)
194143768,-34.6340038,-58.4327362,traffic_signals,5,POINT (-58.4327362 -34.6340038)
194145197,-34.6314783,-58.4257652,traffic_signals,4,POINT (-58.4257652 -34.6314783)
194145198,-34.6301604,-58.4159065,traffic_signals,4,POINT (-58.4159065 -34.6301604)
194145199,-34.6283325,-58.4085026,traffic_signals,4,POINT (-58.4085026 -34.6283325)
194145200,-34.6277532,-58.4037578,traffic_signals,4,POINT (-58.4037578 -34.6277532)
194147294,-34.6332254,-58.4315765,traffic_signals,4,POINT (-58.4315765 -34.6332254)
194147295,-34.6321106,-58.422867,traffic_signals,4,POINT (-58.422867 -34.6321106)
194147296,-34.6315987,-58.4177763,traffic_signals,4,POINT (-58.4177763 -34.6315987)
194147301,-34.6310184,-58.4145115,traffic_signals,4,POINT (-58.4145115 -34.6310184)
194147302,-34.6306731,-58.4130529,traffic_signals,4,POINT (-58.4130529 -34.6306731)
194147303,-34.6303511,-58.411781,traffic_signals,4,POINT (-58.411781 -34.6303511)
194147304,-34.6295334,-58.4083422,traffic_signals,4,POINT (-58.4083422 -34.6295334)
194148793,-34.6375032,-58.4161639,traffic_signals,5,POINT (-58.4161639 -34.6375032)
194148796,-34.6321398,-58.4080964,traffic_signals,5,POINT (-58.4080964 -34.6321398)
194151279,-34.6359,-58.3989041,traffic_signals,4,POINT (-58.3989041 -34.6359)
194151280,-34.638899,-58.4158916,traffic_signals,3,POINT (-58.4158916 -34.638899)
194151281,-34.6401949,-58.4234988,traffic_signals,5,POINT (-58.4234988 -34.6401949)
194322597,-34.6380798,-58.4112508,,5,POINT (-58.4112508 -34.6380798)
194322598,-34.6356989,-58.4105159,,3,POINT (-58.4105159 -34.6356989)
194322600,-34.6329604,-58.4114474,,4,POINT (-58.4114474 -34.6329604)
194323817,-34.6308604,-58.381335,traffic_signals,3,POINT (-58.381335 -34.6308604)
194323819,-34.6323848,-58.3839718,traffic_signals,3,POINT (-58.3839718 -34.6323848)
194323820,-34.63313,-58.3865147,traffic_signals,3,POINT (-58.3865147 -34.63313)
194323821,-34.634108,-58.3903587,traffic_signals,4,POINT (-58.3903587 -34.634108)
194329050,-34.6245729,-58.3754809,traffic_signals,4,POINT (-58.3754809 -34.6245729)
194329054,-34.6261991,-58.3895356,traffic_signals,4,POINT (-58.3895356 -34.6261991)
194435458,-34.6033041,-58.3969152,traffic_signals,4,POINT (-58.3969152 -34.6033041)
194436462,-34.5996468,-58.3999137,traffic_signals,3,POINT (-58.3999137 -34.5996468)
194437047,-34.6083656,-58.3977216,traffic_signals,4,POINT (-58.3977216 -34.6083656)
194437519,-34.6078248,-58.4076955,traffic_signals,3,POINT (-58.4076955 -34.6078248)
194437520,-34.5980592,-58.404761,traffic_signals,3,POINT (-58.404761 -34.5980592)
194439057,-34.605953,-58.3966044,traffic_signals,4,POINT (-58.3966044 -34.605953)
194441258,-34.6098148,-58.4213087,traffic_signals,4,POINT (-58.4213087 -34.6098148)
194441259,-34.6101047,-58.424566,traffic_signals,4,POINT (-58.424566 -34.6101047)
194441260,-34.610516,-58.4275059,traffic_signals,4,POINT (-58.4275059 -34.610516)
194441572,-34.5985733,-58.3973424,traffic_signals,4,POINT (-58.3973424 -34.5985733)
194442087,-34.5955285,-58.4062492,,3,POINT (-58.4062492 -34.5955285)
194442090,-34.5995929,-58.407201,traffic_signals,4,POINT (-58.407201 -34.5995929)
194442490,-34.6006202,-58.4075948,,3,POINT (-58.4075948 -34.6006202)
194443201,-34.59574,-58.396118,traffic_signals,4,POINT (-58.396118 -34.59574)
194479373,-34.6091977,-58.3905603,traffic_signals,3,POINT (-58.3905603 -34.6091977)
194481033,-34.5848507,-58.3913795,,3,POINT (-58.3913795 -34.5848507)
194481037,-34.585892,-58.3902883,,3,POINT (-58.3902883 -34.585892)
194481040,-34.5866389,-58.3905092,,3,POINT (-58.3905092 -34.5866389)
194481041,-34.5869476,-58.3902421,,3,POINT (-58.3902421 -34.5869476)
194482634,-34.5944243,-58.3769335,traffic_signals,3,POINT (-58.3769335 -34.5944243)
194485150,-34.5947821,-58.4011241,traffic_signals,4,POINT (-58.4011241 -34.5947821)
194486338,-34.5924741,-58.4111525,,3,POINT (-58.4111525 -34.5924741)
194486843,-34.5949924,-58.4078872,traffic_signals,4,POINT (-58.4078872 -34.5949924)
194495714,-34.591299,-58.3740853,,4,POINT (-58.3740853 -34.591299)
194496212,-34.6007333,-58.371271,,4,POINT (-58.371271 -34.6007333)
194498276,-34.6128696,-58.3776047,traffic_signals,5,POINT (-58.3776047 -34.6128696)
194500360,-34.613805,-58.3746398,traffic_signals,4,POINT (-58.3746398 -34.613805)
194500363,-34.6145364,-58.3859409,traffic_signals,4,POINT (-58.3859409 -34.6145364)
194500364,-34.6146677,-58.3875198,traffic_signals,4,POINT (-58.3875198 -34.6146677)
194500365,-34.6146865,-58.388967,traffic_signals,4,POINT (-58.388967 -34.6146865)
194500366,-34.6153464,-58.3978116,,3,POINT (-58.3978116 -34.6153464)
194502596,-34.6160897,-58.3745427,,4,POINT (-58.3745427 -34.6160897)
194502598,-34.6166302,-58.3843942,traffic_signals,4,POINT (-58.3843942 -34.6166302)
194502599,-34.6167024,-58.3874984,traffic_signals,4,POINT (-58.3874984 -34.6167024)
194502600,-34.6171671,-58.3960601,,4,POINT (-58.3960601 -34.6171671)
194502601,-34.617764,-58.4024685,,3,POINT (-58.4024685 -34.617764)
194504394,-34.6089429,-58.3721336,traffic_signals,3,POINT (-58.3721336 -34.6089429)
194504395,-34.6124519,-58.3719179,traffic_signals,4,POINT (-58.3719179 -34.6124519)
194504396,-34.6242558,-58.3711779,traffic_signals,4,POINT (-58.3711779 -34.6242558)
194504397,-34.62946,-58.3706579,traffic_signals,4,POINT (-58.3706579 -34.62946)
194504399,-34.6336154,-58.3702502,traffic_signals,4,POINT (-58.3702502 -34.6336154)
194504400,-34.6391711,-58.3693814,traffic_signals,4,POINT (-58.3693814 -34.6391711)
194504401,-34.6429172,-58.3688194,traffic_signals,4,POINT (-58.3688194 -34.6429172)
194506335,-34.6274768,-58.3785081,traffic_signals,4,POINT (-58.3785081 -34.6274768)
194506336,-34.6256255,-58.3750572,traffic_signals,4,POINT (-58.3750572 -34.6256255)
195480324,-34.5838643,-58.4160507,,3,POINT (-58.4160507 -34.5838643)
195491799,-34.5916908,-58.4123351,traffic_signals,4,POINT (-58.4123351 -34.5916908)
195491813,-34.5930708,-58.4135248,traffic_signals,4,POINT (-58.4135248 -34.5930708)
195491825,-34.5903359,-58.4111692,traffic_signals,4,POINT (-58.4111692 -34.5903359)
195491843,-34.5955925,-58.4150589,traffic_signals,4,POINT (-58.4150589 -34.5955925)
195491866,-34.5867256,-58.4251709,,4,POINT (-58.4251709 -34.5867256)
195491885,-34.5889604,-58.4203159,,4,POINT (-58.4203159 -34.5889604)
195491900,-34.5875143,-58.4179154,traffic_signals,4,POINT (-58.4179154 -34.5875143)
195491916,-34.5808273,-58.4104057,traffic_signals,4,POINT (-58.4104057 -34.5808273)
195491945,-34.592529,-58.401496,traffic_signals,4,POINT (-58.401496 -34.592529)
195498301,-34.5778413,-58.4086286,,3,POINT (-58.4086286 -34.5778413)
195498328,-34.5767917,-58.4109478,,3,POINT (-58.4109478 -34.5767917)
195498354,-34.5884125,-58.3987482,traffic_signals,4,POINT (-58.3987482 -34.5884125)
195504911,-34.5819187,-58.4041736,,3,POINT (-58.4041736 -34.5819187)
195504922,-34.5921885,-58.4233346,,4,POINT (-58.4233346 -34.5921885)
195504938,-34.5945109,-58.4090068,traffic_signals,4,POINT (-58.4090068 -34.5945109)
195504950,-34.5826342,-58.4047052,,3,POINT (-58.4047052 -34.5826342)
195504966,-34.5967405,-58.4002868,traffic_signals,4,POINT (-58.4002868 -34.5967405)
195504995,-34.5955434,-58.4167501,traffic_signals,4,POINT (-58.4167501 -34.5955434)
195505017,-34.5917695,-58.4151544,traffic_signals,4,POINT (-58.4151544 -34.5917695)
195505029,-34.5911244,-58.4145325,traffic_signals,4,POINT (-58.4145325 -34.5911244)
195505051,-34.5904912,-58.4138949,traffic_signals,4,POINT (-58.4138949 -34.5904912)
195505067,-34.5893031,-58.4127629,traffic_signals,4,POINT (-58.4127629 -34.5893031)
195505079,-34.5940859,-58.416428,traffic_signals,4,POINT (-58.416428 -34.5940859)
195505088,-34.5907728,-58.4105085,traffic_signals,4,POINT (-58.4105085 -34.5907728)
195505091,-34.5956568,-58.4096331,traffic_signals,4,POINT (-58.4096331 -34.5956568)
195505099,-34.5961478,-58.408462,traffic_signals,4,POINT (-58.408462 -34.5961478)
195505114,-34.5972434,-58.405176,traffic_signals,4,POINT (-58.405176 -34.5972434)
195505147,-34.5975283,-58.4034405,traffic_signals,4,POINT (-58.4034405 -34.5975283)
195505214,-34.5977643,-58.4020983,traffic_signals,4,POINT (-58.4020983 -34.5977643)
195508514,-34.5928066,-58.4097207,traffic_signals,4,POINT (-58.4097207 -34.5928066)
195520022,-34.5865212,-58.4002329,traffic_signals,4,POINT (-58.4002329 -34.5865212)
195520048,-34.5963228,-58.4016183,traffic_signals,4,POINT (-58.4016183 -34.5963228)
195520058,-34.5969833,-58.4018405,,3,POINT (-58.4018405 -34.5969833)
195520075,-34.5885764,-58.3958629,traffic_signals,4,POINT (-58.3958629 -34.5885764)
195520099,-34.5966256,-58.407379,traffic_signals,4,POINT (-58.407379 -34.5966256)
195520114,-34.5980137,-58.4006614,traffic_signals,4,POINT (-58.4006614 -34.5980137)
195520127,-34.5764386,-58.4117419,,3,POINT (-58.4117419 -34.5764386)
195532736,-34.5954257,-58.4126772,traffic_signals,4,POINT (-58.4126772 -34.5954257)
195532750,-34.5941357,-58.3995154,traffic_signals,4,POINT (-58.3995154 -34.5941357)
195552042,-34.5898708,-58.3986136,traffic_signals,4,POINT (-58.3986136 -34.5898708)
195567802,-34.6089077,-58.3876206,traffic_signals,4,POINT (-58.3876206 -34.6089077)
195568388,-34.6090951,-58.3891975,traffic_signals,4,POINT (-58.3891975 -34.6090951)
195569915,-34.6030932,-58.3908648,,3,POINT (-58.3908648 -34.6030932)
195569920,-34.6033342,-58.4051631,traffic_signals,4,POINT (-58.4051631 -34.6033342)
195569923,-34.6033899,-58.4036375,traffic_signals,4,POINT (-58.4036375 -34.6033899)
195569924,-34.6034228,-58.4022246,traffic_signals,4,POINT (-58.4022246 -34.6034228)
195569926,-34.6034347,-58.400901,traffic_signals,4,POINT (-58.400901 -34.6034347)
195569927,-34.603333,-58.3995654,traffic_signals,4,POINT (-58.3995654 -34.603333)
195569931,-34.6031506,-58.3924042,traffic_signals,4,POINT (-58.3924042 -34.6031506)
195570640,-34.6019697,-58.3926135,traffic_signals,4,POINT (-58.3926135 -34.6019697)
195571465,-34.6106901,-58.3974783,traffic_signals,4,POINT (-58.3974783 -34.6106901)
195571467,-34.6095779,-58.397577,traffic_signals,4,POINT (-58.397577 -34.6095779)
195571469,-34.6072531,-58.3978621,traffic_signals,4,POINT (-58.3978621 -34.6072531)
195572096,-34.6060248,-58.3979907,traffic_signals,4,POINT (-58.3979907 -34.6060248)
195572101,-34.6061016,-58.3993525,traffic_signals,4,POINT (-58.3993525 -34.6061016)
195573170,-34.6046327,-58.3994819,traffic_signals,4,POINT (-58.3994819 -34.6046327)
195574366,-34.6126933,-58.410073,traffic_signals,4,POINT (-58.410073 -34.6126933)
195575907,-34.6118635,-58.3812384,,4,POINT (-58.3812384 -34.6118635)
195575909,-34.612273,-58.386163,traffic_signals,4,POINT (-58.386163 -34.612273)
195575911,-34.6126495,-58.3917657,traffic_signals,4,POINT (-58.3917657 -34.6126495)
195575912,-34.6136135,-58.4065362,traffic_signals,4,POINT (-58.4065362 -34.6136135)
195576804,-34.615272,-58.3812404,traffic_signals,4,POINT (-58.3812404 -34.615272)
195576805,-34.6156895,-58.3916595,traffic_signals,4,POINT (-58.3916595 -34.6156895)
195576806,-34.6159596,-58.3961162,traffic_signals,4,POINT (-58.3961162 -34.6159596)
195576810,-34.6182899,-58.4080422,traffic_signals,4,POINT (-58.4080422 -34.6182899)
195576812,-34.6187055,-58.4093315,traffic_signals,4,POINT (-58.4093315 -34.6187055)
195576813,-34.6190703,-58.4109971,traffic_signals,4,POINT (-58.4109971 -34.6190703)
195577553,-34.6185163,-58.3810936,traffic_signals,4,POINT (-58.3810936 -34.6185163)
195577555,-34.6189723,-58.3902777,traffic_signals,4,POINT (-58.3902777 -34.6189723)
195577556,-34.6192533,-58.3932177,,3,POINT (-58.3932177 -34.6192533)
195578436,-34.6092722,-58.3933932,traffic_signals,4,POINT (-58.3933932 -34.6092722)
195578437,-34.615767,-58.3931784,traffic_signals,4,POINT (-58.3931784 -34.615767)
195578929,-34.619518,-58.3932102,,3,POINT (-58.3932102 -34.619518)
195578930,-34.619638,-58.3988501,,4,POINT (-58.3988501 -34.619638)
195578931,-34.6215622,-58.4107682,traffic_signals,4,POINT (-58.4107682 -34.6215622)
195579434,-34.6204587,-58.3931804,,3,POINT (-58.3931804 -34.6204587)
195580205,-34.6203099,-58.3931874,traffic_signals,3,POINT (-58.3931874 -34.6203099)
195580209,-34.6197443,-58.3811052,traffic_signals,5,POINT (-58.3811052 -34.6197443)
195581624,-34.6237222,-58.4105056,traffic_signals,4,POINT (-58.4105056 -34.6237222)
195581626,-34.6218845,-58.398199,traffic_signals,4,POINT (-58.398199 -34.6218845)
195581628,-34.6216252,-58.3931145,traffic_signals,4,POINT (-58.3931145 -34.6216252)
195581629,-34.6211495,-58.3858459,,4,POINT (-58.3858459 -34.6211495)
195582113,-34.6093777,-58.3948805,traffic_signals,4,POINT (-58.3948805 -34.6093777)
195582115,-34.6158741,-58.3945974,traffic_signals,4,POINT (-58.3945974 -34.6158741)
195582116,-34.62169,-58.3944517,,3,POINT (-58.3944517 -34.62169)
195582718,-34.6130478,-58.3974277,traffic_signals,4,POINT (-58.3974277 -34.6130478)
195582722,-34.6118699,-58.397426,traffic_signals,4,POINT (-58.397426 -34.6118699)
195582725,-34.6142262,-58.3974962,traffic_signals,4,POINT (-58.3974962 -34.6142262)
195584229,-34.6210393,-58.4017804,traffic_signals,4,POINT (-58.4017804 -34.6210393)
195584235,-34.6197789,-58.4021731,,4,POINT (-58.4021731 -34.6197789)
195584241,-34.6133495,-58.4031496,traffic_signals,4,POINT (-58.4031496 -34.6133495)
195584247,-34.6236096,-58.4009816,,3,POINT (-58.4009816 -34.6236096)
195584254,-34.6187305,-58.4022586,traffic_signals,4,POINT (-58.4022586 -34.6187305)
195584259,-34.6145292,-58.4030064,traffic_signals,4,POINT (-58.4030064 -34.6145292)
195585082,-34.6101881,-58.3904075,,3,POINT (-58.3904075 -34.6101881)
195585083,-34.6137158,-58.3903649,traffic_signals,4,POINT (-58.3903649 -34.6137158)
195585084,-34.6180721,-58.390332,traffic_signals,4,POINT (-58.390332 -34.6180721)
195585085,-34.6201241,-58.39021,traffic_signals,4,POINT (-58.39021 -34.6201241)
195585088,-34.6226218,-58.389895,traffic_signals,4,POINT (-58.389895 -34.6226218)
195585825,-34.6124688,-58.3889517,traffic_signals,4,POINT (-58.3889517 -34.6124688)
195585827,-34.6167237,-58.3890588,traffic_signals,4,POINT (-58.3890588 -34.6167237)
195585828,-34.6188614,-58.3889213,traffic_signals,4,POINT (-58.3889213 -34.6188614)
195585830,-34.6225425,-58.3886694,traffic_signals,4,POINT (-58.3886694 -34.6225425)
195586318,-34.6212482,-58.3872184,traffic_signals,4,POINT (-58.3872184 -34.6212482)
195586319,-34.6224544,-58.3871862,traffic_signals,4,POINT (-58.3871862 -34.6224544)
195587058,-34.6154824,-58.3859052,traffic_signals,4,POINT (-58.3859052 -34.6154824)
195587062,-34.6178365,-58.3858751,traffic_signals,4,POINT (-58.3858751 -34.6178365)
195587922,-34.6210352,-58.3843535,traffic_signals,4,POINT (-58.3843535 -34.6210352)
195587928,-34.6197958,-58.3843532,traffic_signals,4,POINT (-58.3843532 -34.6197958)
195587932,-34.6186052,-58.3842898,traffic_signals,4,POINT (-58.3842898 -34.6186052)
195587935,-34.6222988,-58.3843706,traffic_signals,4,POINT (-58.3843706 -34.6222988)
195587938,-34.6177792,-58.3843099,traffic_signals,4,POINT (-58.3843099 -34.6177792)
195588296,-34.6222354,-58.3829579,traffic_signals,4,POINT (-58.3829579 -34.6222354)
195588777,-34.6232172,-58.3978216,traffic_signals,4,POINT (-58.3978216 -34.6232172)
195589441,-34.6234005,-58.3992832,traffic_signals,4,POINT (-58.3992832 -34.6234005)
195589443,-34.6208826,-58.3998283,,4,POINT (-58.3998283 -34.6208826)
195589444,-34.6185823,-58.4000442,traffic_signals,4,POINT (-58.4000442 -34.6185823)
195590246,-34.6102424,-58.4076683,traffic_signals,3,POINT (-58.4076683 -34.6102424)
195590247,-34.6239821,-58.4040331,traffic_signals,3,POINT (-58.4040331 -34.6239821)
195590854,-34.6139629,-58.4085698,traffic_signals,4,POINT (-58.4085698 -34.6139629)
195590855,-34.614103,-58.4128679,traffic_signals,4,POINT (-58.4128679 -34.614103)
195590856,-34.6147229,-58.4186085,,3,POINT (-58.4186085 -34.6147229)
195591482,-34.6196603,-58.4139468,traffic_signals,4,POINT (-58.4139468 -34.6196603)
195591484,-34.6199991,-58.4196187,traffic_signals,4,POINT (-58.4196187 -34.6199991)
195591485,-34.6204401,-58.4253804,,4,POINT (-58.4253804 -34.6204401)
195591486,-34.6205811,-58.4268841,traffic_signals,4,POINT (-58.4268841 -34.6205811)
195592513,-34.6072696,-58.4199604,traffic_signals,4,POINT (-58.4199604 -34.6072696)
195592515,-34.6085371,-58.4200547,traffic_signals,4,POINT (-58.4200547 -34.6085371)
195592516,-34.6097125,-58.4199209,traffic_signals,4,POINT (-58.4199209 -34.6097125)
195592518,-34.6111147,-58.4197165,traffic_signals,4,POINT (-58.4197165 -34.6111147)
195592519,-34.616653,-58.4183544,traffic_signals,4,POINT (-58.4183544 -34.616653)
195592521,-34.6174615,-58.418264,traffic_signals,4,POINT (-58.418264 -34.6174615)
195592522,-34.6245074,-58.4177808,traffic_signals,4,POINT (-58.4177808 -34.6245074)
195593005,-34.607273,-58.418671,,3,POINT (-58.418671 -34.607273)
195594487,-34.6085253,-58.4187686,traffic_signals,4,POINT (-58.4187686 -34.6085253)
195594489,-34.611019,-58.4184834,traffic_signals,4,POINT (-58.4184834 -34.611019)
195594490,-34.6138751,-58.4172551,traffic_signals,4,POINT (-58.4172551 -34.6138751)
195594491,-34.6173389,-58.4168591,traffic_signals,4,POINT (-58.4168591 -34.6173389)
195595770,-34.6093754,-58.414574,traffic_signals,4,POINT (-58.414574 -34.6093754)
195595772,-34.6107434,-58.4144447,traffic_signals,4,POINT (-58.4144447 -34.6107434)
195595773,-34.6126093,-58.413401,traffic_signals,4,POINT (-58.413401 -34.6126093)
195595774,-34.6134006,-58.4131093,,3,POINT (-58.4131093 -34.6134006)
195595775,-34.6206274,-58.4125381,traffic_signals,4,POINT (-58.4125381 -34.6206274)
195595779,-34.6229538,-58.412041,traffic_signals,4,POINT (-58.412041 -34.6229538)
195595780,-34.6238501,-58.4114775,,4,POINT (-58.4114775 -34.6238501)
195596410,-34.6178479,-58.4110027,,3,POINT (-58.4110027 -34.6178479)
195596411,-34.6187766,-58.4196224,,4,POINT (-58.4196224 -34.6187766)
195596413,-34.6192147,-58.4255924,,4,POINT (-58.4255924 -34.6192147)
195597693,-34.6105352,-58.4117411,traffic_signals,4,POINT (-58.4117411 -34.6105352)
195597694,-34.6118403,-58.4116652,traffic_signals,4,POINT (-58.4116652 -34.6118403)
195597696,-34.6140416,-58.4113128,traffic_signals,4,POINT (-58.4113128 -34.6140416)
195598213,-34.6120901,-58.4003157,traffic_signals,4,POINT (-58.4003157 -34.6120901)
195598729,-34.6115541,-58.4102398,traffic_signals,4,POINT (-58.4102398 -34.6115541)
195598730,-34.6212449,-58.4092131,traffic_signals,4,POINT (-58.4092131 -34.6212449)
195599229,-34.6085422,-58.4174841,traffic_signals,4,POINT (-58.4174841 -34.6085422)
195599230,-34.6135409,-58.4161971,traffic_signals,4,POINT (-58.4161971 -34.6135409)
195599232,-34.6144312,-58.4159379,traffic_signals,4,POINT (-58.4159379 -34.6144312)
195599233,-34.6360993,-58.4137751,traffic_signals,4,POINT (-58.4137751 -34.6360993)
195600339,-34.6137901,-58.4075428,,3,POINT (-58.4075428 -34.6137901)
195600341,-34.6149442,-58.4072607,traffic_signals,4,POINT (-58.4072607 -34.6149442)
195600343,-34.6178186,-58.4065657,,4,POINT (-58.4065657 -34.6178186)
195600344,-34.6194232,-58.4064074,traffic_signals,4,POINT (-58.4064074 -34.6194232)
195600345,-34.6217974,-58.4061767,,4,POINT (-58.4061767 -34.6217974)
195600348,-34.6242022,-58.4058358,traffic_signals,4,POINT (-58.4058358 -34.6242022)
195600870,-34.6115677,-58.4140055,,3,POINT (-58.4140055 -34.6115677)
195600872,-34.6131602,-58.4206313,traffic_signals,4,POINT (-58.4206313 -34.6131602)
195600874,-34.613838,-58.4247853,,3,POINT (-58.4247853 -34.613838)
195601549,-34.6222777,-58.414949,traffic_signals,4,POINT (-58.414949 -34.6222777)
195601555,-34.6236061,-58.427497,traffic_signals,4,POINT (-58.427497 -34.6236061)
195603809,-34.6166474,-58.4169225,,3,POINT (-58.4169225 -34.6166474)
195603812,-34.6170983,-58.4273609,traffic_signals,4,POINT (-58.4273609 -34.6170983)
195605401,-34.6176389,-58.4205507,traffic_signals,3,POINT (-58.4205507 -34.6176389)
195605402,-34.6212785,-58.4204972,traffic_signals,4,POINT (-58.4204972 -34.6212785)
195605404,-34.6246931,-58.4205454,traffic_signals,4,POINT (-58.4205454 -34.6246931)
195606636,-34.6149696,-58.4274424,traffic_signals,4,POINT (-58.4274424 -34.6149696)
195606637,-34.6181936,-58.4273007,traffic_signals,4,POINT (-58.4273007 -34.6181936)
195606638,-34.6268275,-58.4255557,traffic_signals,4,POINT (-58.4255557 -34.6268275)
195609665,-34.6264977,-58.4410198,traffic_signals,3,POINT (-58.4410198 -34.6264977)
195609666,-34.6346229,-58.4357561,traffic_signals,4,POINT (-58.4357561 -34.6346229)
195609668,-34.643117,-58.4326578,,3,POINT (-58.4326578 -34.643117)
195610220,-34.6244617,-58.4344503,traffic_signals,4,POINT (-58.4344503 -34.6244617)
195610223,-34.625345,-58.4446094,,4,POINT (-58.4446094 -34.625345)
195610224,-34.6268315,-58.4487763,,3,POINT (-58.4487763 -34.6268315)
195611221,-34.62572,-58.4270343,traffic_signals,3,POINT (-58.4270343 -34.62572)
195611223,-34.6295392,-58.4520885,,4,POINT (-58.4520885 -34.6295392)
195612137,-34.6301459,-58.4482457,traffic_signals,4,POINT (-58.4482457 -34.6301459)
195612138,-34.6306186,-58.4515836,traffic_signals,4,POINT (-58.4515836 -34.6306186)
195615851,-34.6228167,-58.377143,motorway_junction,3,POINT (-58.377143 -34.6228167)
195615856,-34.6226795,-58.3732509,,3,POINT (-58.3732509 -34.6226795)
195615860,-34.6224563,-58.3690571,,3,POINT (-58.3690571 -34.6224563)
195626913,-34.6226407,-58.3717033,motorway_junction,3,POINT (-58.3717033 -34.6226407)
195645519,-34.599178,-58.3840481,traffic_signals,4,POINT (-58.3840481 -34.599178)
195645552,-34.5981688,-58.3855492,traffic_signals,4,POINT (-58.3855492 -34.5981688)
195645561,-34.5982798,-58.3869708,traffic_signals,4,POINT (-58.3869708 -34.5982798)
195645577,-34.5970419,-58.3870627,traffic_signals,4,POINT (-58.3870627 -34.5970419)
195645588,-34.5969655,-58.3856631,traffic_signals,4,POINT (-58.3856631 -34.5969655)
195645616,-34.5971154,-58.388304,traffic_signals,4,POINT (-58.388304 -34.5971154)
195645632,-34.5983588,-58.3882086,traffic_signals,4,POINT (-58.3882086 -34.5983588)
195645645,-34.599384,-58.3881602,traffic_signals,4,POINT (-58.3881602 -34.599384)
195645663,-34.6054426,-58.3893509,traffic_signals,4,POINT (-58.3893509 -34.6054426)
195645679,-34.6055312,-58.3907869,traffic_signals,4,POINT (-58.3907869 -34.6055312)
195645692,-34.6053561,-58.3878966,traffic_signals,4,POINT (-58.3878966 -34.6053561)
195645708,-34.6052694,-58.3864857,traffic_signals,4,POINT (-58.3864857 -34.6052694)
195645716,-34.6051761,-58.3850493,traffic_signals,4,POINT (-58.3850493 -34.6051761)
195645729,-34.6050801,-58.3836279,traffic_signals,4,POINT (-58.3836279 -34.6050801)
195720154,-34.610506,-58.3948055,traffic_signals,4,POINT (-58.3948055 -34.610506)
195720172,-34.611689,-58.3947597,traffic_signals,4,POINT (-58.3947597 -34.611689)
195720184,-34.6128456,-58.3947104,traffic_signals,4,POINT (-58.3947104 -34.6128456)
195720207,-34.615111,-58.3946148,,4,POINT (-58.3946148 -34.615111)
195720224,-34.6170594,-58.394556,,4,POINT (-58.394556 -34.6170594)
195720244,-34.6195296,-58.3945001,,4,POINT (-58.3945001 -34.6195296)
195720263,-34.6205426,-58.3945042,,4,POINT (-58.3945042 -34.6205426)
195720282,-34.6169643,-58.3931976,traffic_signals,4,POINT (-58.3931976 -34.6169643)
195720303,-34.6167853,-58.3903595,traffic_signals,4,POINT (-58.3903595 -34.6167853)
195720311,-34.6156216,-58.3903895,traffic_signals,4,POINT (-58.3903895 -34.6156216)
195720320,-34.6148286,-58.3903892,traffic_signals,4,POINT (-58.3903892 -34.6148286)
195720336,-34.6125543,-58.3903623,traffic_signals,4,POINT (-58.3903623 -34.6125543)
195720346,-34.6113911,-58.3903649,traffic_signals,4,POINT (-58.3903649 -34.6113911)
195720364,-34.6112753,-58.3889566,traffic_signals,4,POINT (-58.3889566 -34.6112753)
195720381,-34.6111812,-58.3874845,traffic_signals,4,POINT (-58.3874845 -34.6111812)
195720399,-34.6123806,-58.3874914,traffic_signals,4,POINT (-58.3874914 -34.6123806)
195720417,-34.6166826,-58.3858922,traffic_signals,4,POINT (-58.3858922 -34.6166826)
195720434,-34.6186709,-58.3858638,traffic_signals,4,POINT (-58.3858638 -34.6186709)
195720453,-34.6199471,-58.3873171,traffic_signals,4,POINT (-58.3873171 -34.6199471)
195720468,-34.6200398,-58.3888432,traffic_signals,4,POINT (-58.3888432 -34.6200398)
195720489,-34.6213812,-58.3887565,,4,POINT (-58.3887565 -34.6213812)
195720509,-34.6214621,-58.3900432,traffic_signals,4,POINT (-58.3900432 -34.6214621)
195720531,-34.6064228,-58.3863831,traffic_signals,4,POINT (-58.3863831 -34.6064228)
195720551,-34.6065064,-58.3878203,traffic_signals,4,POINT (-58.3878203 -34.6065064)
195720555,-34.6066263,-58.3893196,traffic_signals,4,POINT (-58.3893196 -34.6066263)
195720567,-34.6066932,-58.3907328,traffic_signals,4,POINT (-58.3907328 -34.6066932)
195720589,-34.6079032,-58.3906799,traffic_signals,4,POINT (-58.3906799 -34.6079032)
195720609,-34.6115957,-58.3933316,traffic_signals,4,POINT (-58.3933316 -34.6115957)
195720624,-34.6127705,-58.3932881,traffic_signals,4,POINT (-58.3932881 -34.6127705)
195720636,-34.6154329,-58.3844799,traffic_signals,4,POINT (-58.3844799 -34.6154329)
