u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,tunnel,geometry,Inverse SP,Cost of return,Edge Betweenness,bridge,junction,width,access,est_width,service,Groups
175155920,175143346,0,1050512589,residential,,30,Rue Edmond Rostand,False,,False,107.15770697989936,,"LINESTRING (1.492621 43.6055574, 1.492724 43.6055634, 1.4928117 43.6055365, 1.4931671 43.6048906, 1.4932615 43.6047864)",107.15770697989936,1.4933905870753696,1.7180568419602712e-05,,,,,,,C
175157198,2041636694,0,1009197996,tertiary,1,,Rond-Point SaliÃÂÃÂ¨ge,True,,False,16.12319848647832,,"LINESTRING (1.4935956 43.6041322, 1.4935717 43.6041555, 1.493543 43.6041757, 1.4935102 43.6041923, 1.4934742 43.604205, 1.4934358 43.6042133)",110.43452002307212,5.924062352636133,0.0026922844500313,,roundabout,,,,,C
175157198,175143351,0,"[16885721, 1265879010]",residential,,30,Rue Georges Bernanos,False,,False,18.748327155629365,,"LINESTRING (1.4935956 43.6041322, 1.4936487 43.6041381, 1.4937322 43.6041655, 1.493812 43.6041914)",18.748327155629365,1.4916511822612435,0.0021656702350773,,,,,,,C
175157201,175143351,0,16885721,residential,,30,Rue Georges Bernanos,False,,True,222.3841623254364,,"LINESTRING (1.49631 43.6050435, 1.4958706 43.6048955, 1.4953679 43.6047179, 1.4941966 43.6043127, 1.4940557 43.6042616, 1.493812 43.6041914)",222.3841623254364,1.4692602750682786,0.000472515286361,,,,,,,C
175157201,2428710333,0,16885849,residential,,30,Rue FrÃÂÃÂ©dÃÂÃÂ©ric Mistral,False,,False,43.49230789703363,,"LINESTRING (1.49631 43.6050435, 1.4961949 43.6052518, 1.4961915 43.6053241, 1.4962519 43.6054078)",43.492307897033626,1.2116905550188224,0.0001575547502757,,,,,,,C
175157201,175159451,0,16885989,residential,,30,Rue FrÃÂÃÂ©dÃÂÃÂ©ric Mistral,False,,False,409.8811673393506,,"LINESTRING (1.49631 43.6050435, 1.4965854 43.604545, 1.4966767 43.6043774, 1.4967195 43.6043383, 1.4969409 43.6042628, 1.4970602 43.6042172, 1.4971006 43.6041972, 1.4971297 43.6041639, 1.497149 43.604135, 1.4976093 43.6033063, 1.497841 43.6029064, 1.4979047 43.6028314, 1.4979827 43.602781, 1.4980439 43.6027546, 1.4981295 43.6027312, 1.4983754 43.6026991, 1.4990623 43.6026143, 1.4991438 43.6026101, 1.4993922 43.6026496)",409.88116733935055,1.2116905550188226,0.0001575547502757,,,,,,,C
175159451,175157201,0,16885989,residential,,30,Rue FrÃÂÃÂ©dÃÂÃÂ©ric Mistral,False,,True,409.88116733935055,,"LINESTRING (1.4993922 43.6026496, 1.4991438 43.6026101, 1.4990623 43.6026143, 1.4983754 43.6026991, 1.4981295 43.6027312, 1.4980439 43.6027546, 1.4979827 43.602781, 1.4979047 43.6028314, 1.497841 43.6029064, 1.4976093 43.6033063, 1.497149 43.604135, 1.4971297 43.6041639, 1.4971006 43.6041972, 1.4970602 43.6042172, 1.4969409 43.6042628, 1.4967195 43.6043383, 1.4966767 43.6043774, 1.4965854 43.604545, 1.49631 43.6050435)",409.8811673393506,1.211690555018823,0.0001575547502757,,,,,,,C
175307536,418976646,0,"[150096538, 30827879]",other,2,50,"['Avenue RenÃÂÃÂ© Lagasse', 'Avenue Jean-RenÃÂÃÂ© Lagasse']",True,,False,259.20759521339863,,"LINESTRING (1.4981004 43.5920595, 1.4980373 43.592131, 1.497947 43.5922284, 1.4978914 43.5923125, 1.4971263 43.5931372, 1.4970454 43.5932405, 1.4969672 43.5933574, 1.4969144 43.5934444, 1.4968759 43.5935197, 1.4968171 43.5936683, 1.4967872 43.5937753, 1.4967752 43.5938322, 1.4967673 43.5938932, 1.4967707 43.594016, 1.4967707 43.5940342, 1.4967681 43.5941287)",371.8109587131767,14.181727448670872,0.0004725897685941,,,,,,,C
175329976,175307536,0,16903913,other,,,,True,,False,7.830893614708049,,"LINESTRING (1.4980145 43.5920265, 1.4981004 43.5920595)",623.1876603118674,14.343169050012534,0.0004725897685941,,,,,,,C
176589340,90216974,0,10494395,residential,,30,Rue de Bourrassol,True,,False,52.5995653055523,,"LINESTRING (1.4236425 43.6017756, 1.4232989 43.601856, 1.4230244 43.6019284)",235.16309344122223,2.349847002908367,0.0015026790514399,,,,,,,C
176589340,176589477,0,22743607,residential,,30,Rue Boilly,False,,False,97.55350273999296,,"LINESTRING (1.4236425 43.6017756, 1.4236724 43.6018323, 1.4240754 43.602595)",97.55350273999296,1.17492480424102,0.0001305176996847,,,,,,,C
176589477,90216974,0,22743606,residential,,30,Rue de MÃÂÃÂ©rens,False,,True,137.60959070122934,,"LINESTRING (1.4240754 43.602595, 1.4240047 43.6026155, 1.4236672 43.6027137, 1.423165 43.6021963, 1.4230428 43.6019634, 1.4230244 43.6019284)",137.6095907012293,1.1749221986673468,3.952523832949063e-05,,,,,,,C
176589477,9926519,0,22743607,residential,,30,Rue Boilly,False,,False,57.7325505258648,,"LINESTRING (1.4240754 43.602595, 1.4242718 43.6029688, 1.4243516 43.6030208, 1.4243925 43.6030499)",57.7325505258648,1.5512026215388186,0.0003985792563703,,,,,,,C
176589477,176589340,0,22743607,residential,,30,Rue Boilly,False,,True,97.55350273999296,,"LINESTRING (1.4240754 43.602595, 1.4236724 43.6018323, 1.4236425 43.6017756)",97.55350273999296,1.1749248042410183,2.1575020168547336e-05,,,,,,,C
181677286,243044761,0,113218929,residential,,30,Rue des Sept Troubadours,True,,False,92.93901146658676,,"LINESTRING (1.4539356 43.6074302, 1.453823 43.6073669, 1.4537016 43.6073029, 1.4536939 43.6073006, 1.453601 43.6072732, 1.4529105 43.6070558)",401.4311919963367,4.502076960248328,0.0006100094885399,,,3,,,,C
181677286,243044771,0,113218931,residential,,30,Rue Pierre Paul Riquet,True,,False,103.86131238693432,,"LINESTRING (1.4539356 43.6074302, 1.4539289 43.6073597, 1.4539249 43.6072451, 1.4539293 43.6071672, 1.4539479 43.6069307, 1.4539959 43.6064982)",468.2503416533435,11.184009810068025,0.0001343907758024,,,,,,,C
181677291,181677286,0,8063951,residential,,30,Rue des Sept Troubadours,True,,False,104.26570901325152,,"LINESTRING (1.455144 43.6077479, 1.4550586 43.6077247, 1.4543306 43.607498, 1.4542737 43.6074806, 1.4541657 43.6074475, 1.4541288 43.6074393, 1.4540711 43.6074349, 1.4539356 43.6074302)",467.8459450270263,11.337147346072934,0.000635209310716,,,,,,,C
181677291,8831749,0,51832719,primary,3,50,Boulevard Pierre-Paul-Riquet,True,,False,188.2105271158152,,"LINESTRING (1.455144 43.6077479, 1.4551111 43.6078076, 1.4546783 43.6085931, 1.4546084 43.6086922, 1.4545272 43.6087867, 1.4543685 43.6089156, 1.4541961 43.6090442, 1.4541599 43.6090704, 1.4541366 43.6090875, 1.4541061 43.6091099, 1.4539927 43.6091913)",634.9188801455593,8.789941490833408,0.0333617838911911,,,,,,,C
181680309,191041162,0,17543196,residential,,30,Chemin de Pelleport,False,,False,122.50547054934214,,"LINESTRING (1.479201 43.6101855, 1.4791685 43.6101689, 1.4791203 43.6101446, 1.4785621 43.6098947, 1.4780769 43.6096751, 1.4779716 43.609629, 1.47792 43.6095931)",122.50547054934216,1.6648952678750095,0.0007205411223608,,,,,,,C
181680309,251311841,0,17543488,tertiary,2,30,Rue Louis Plana,False,,False,68.80203175128047,,"LINESTRING (1.479201 43.6101855, 1.4791479 43.6102371, 1.4790847 43.6103009, 1.4789415 43.6104304, 1.4788775 43.6104884, 1.4787025 43.6106468, 1.4786741 43.6106725)",68.80203175128047,1.5033195036167186,0.0036286750837217,,,,,,,C
181680309,251311836,0,17543488,tertiary,2,30,Rue Louis Plana,False,,True,48.33528924277822,,"LINESTRING (1.479201 43.6101855, 1.479304 43.6100791, 1.4793476 43.6100309, 1.479364 43.6100128, 1.4795347 43.6098242)",48.33528924277822,1.4759198899694514,0.0081116862077425,,,,,,,C
181680311,250979648,0,17543196,residential,,30,Chemin de Pelleport,False,,True,3.465389727443623,,"LINESTRING (1.4760805 43.6087366, 1.4761171 43.608753)",3.465389727443623,1.5487748976501217,0.0008819937761652,,,,,,,C
181680311,250979686,0,17543196,residential,,30,Chemin de Pelleport,False,,False,40.23620568622401,,"LINESTRING (1.4760805 43.6087366, 1.4759757 43.6086934, 1.4756534 43.6085488)",40.23620568622401,1.5111708150890684,0.0054353409555802,,,,,,,C
181680311,198177105,0,32063830,residential,,30,Rue Joseph de Pesquidoux,False,,True,76.4305333744455,,"LINESTRING (1.4760805 43.6087366, 1.4760484 43.6087564, 1.4760262 43.6087713, 1.475518 43.6092887)",76.4305333744455,1.5062361904546062,0.0002019709885743,,,,,,,C
191041162,250979648,0,17543196,residential,,30,Chemin de Pelleport,False,,False,173.25433639416437,,"LINESTRING (1.47792 43.6095931, 1.4778589 43.6095606, 1.4775082 43.6093984, 1.4774171 43.6093717, 1.4771649 43.609261, 1.477126 43.6092416, 1.4770845 43.6092008, 1.4768258 43.6090806, 1.4767271 43.6090347, 1.4766694 43.6090185, 1.4766053 43.6089886, 1.4761848 43.6087866, 1.4761171 43.608753)",173.25433639416437,1.5736391481979923,0.0006400010010412,,,,,,,C
191041162,181680309,0,17543196,residential,,30,Chemin de Pelleport,False,,True,122.50547054934216,,"LINESTRING (1.47792 43.6095931, 1.4779716 43.609629, 1.4780769 43.6096751, 1.4785621 43.6098947, 1.4791203 43.6101446, 1.4791685 43.6101689, 1.479201 43.6101855)",122.50547054934214,1.6648952678750093,0.0008225569542049,,,,,,,C
191041162,251160948,0,18521770,residential,,30,Rue Pierre Juppont,False,,True,98.92922607764947,,"LINESTRING (1.47792 43.6095931, 1.4779253 43.6095411, 1.4780145 43.6092989, 1.4780876 43.6091537, 1.4781419 43.6090678, 1.4783203 43.6088663, 1.4783914 43.6087823)",98.92922607764947,1.5545890173072796,9.54117405152214e-05,,,,,,,C
191041162,203828759,0,32063830,residential,,30,Rue Joseph de Pesquidoux,False,,False,148.68649493935968,,"LINESTRING (1.47792 43.6095931, 1.4779126 43.6096494, 1.4778952 43.6096805, 1.4778703 43.6097043, 1.4771326 43.6102315, 1.4769678 43.6103427, 1.4769262 43.6103621, 1.4768793 43.6103675, 1.476833 43.6103597, 1.4767887 43.6103466, 1.4766 43.6102553)",148.6864949393597,1.724764766983093,7.204914675388304e-05,,,,,,,C
191045672,60689432,0,"[1328235418, 288156997]",primary,,50,Rond-Point du Capitaine Alfred Dreyfus,True,,False,4.879034634463648,,"LINESTRING (1.4651711 43.6154648, 1.4651868 43.6154952, 1.4651899 43.6155064)",92.555410906222,4.244926733761431,0.0389506823838743,,roundabout,,,,,C
191045686,198178147,0,17543196,residential,,30,Chemin de Pelleport,False,,True,200.6416078508557,,"LINESTRING (1.4732818 43.6068642, 1.4733213 43.6068741, 1.4733696 43.6068988, 1.473434 43.6069431, 1.473489 43.6069999, 1.4735064 43.6070421, 1.4735011 43.6070878, 1.4734565 43.6071358, 1.4732382 43.6073742, 1.4732181 43.6074179, 1.4732355 43.6074694, 1.4732762 43.6075083, 1.4733587 43.6075502, 1.4739869 43.6078249, 1.4741072 43.6078554, 1.4743468 43.6079566, 1.4744836 43.6080216)",200.64160785085568,1.5292428674697285,0.0088068288886391,,,,,,,C
191045686,2133479164,0,"[45835140, 45835142, 18522444, 203268112, 45835155, 45835156]",secondary,2,"['30', '50']",Avenue Jacques Chirac,True,,False,977.0980883722626,,"LINESTRING (1.4732818 43.6068642, 1.4731987 43.6071241, 1.473088 43.6073839, 1.4729793 43.6075626, 1.4728533 43.6077423, 1.4727433 43.6078617, 1.472573 43.6080248, 1.4722592 43.6082569, 1.4718206 43.6085764, 1.470788 43.6093125, 1.4706629 43.6094042, 1.470497 43.6095241, 1.4701965 43.609746, 1.4698526 43.6100174, 1.4695052 43.610301, 1.4691505 43.6106107, 1.468774 43.6109549, 1.4685222 43.6112006, 1.4680119 43.6117247, 1.4676543 43.6121296, 1.4675223 43.6122915, 1.4674215 43.6124197, 1.4672716 43.6126104, 1.4669649 43.6130159, 1.4666549 43.6134712, 1.466565 43.6135948, 1.4664937 43.6136711, 1.4664348 43.6137342, 1.4662268 43.6138952)",1339.2679349463986,23.788977777547363,0.0089570595526666,,,,,,,C
191046646,250961691,0,18522589,secondary,,50,Avenue Jacques Chirac,True,,False,33.177808472644806,,"LINESTRING (1.4655289 43.6144142, 1.4656681 43.6142061, 1.4657294 43.6141557)",1149.2627724789218,15.689334391597091,0.0116758100228357,,,,,,,C
191057543,5163896578,0,383801694,tertiary,3,,Rue Louis Plana,False,,True,8.68176038018489,,"LINESTRING (1.4825181 43.6063753, 1.4825746 43.6063088)",8.68176038018489,1.6884729129506626,0.0053696227986341,,,,,,,C
191057543,3873081708,0,"[383801675, 383801669]",secondary,2,50,Avenue Jean Chaubet,True,M 50,False,122.82154399135544,,"LINESTRING (1.4825181 43.6063753, 1.4823772 43.6063294, 1.4821653 43.6062458, 1.4818868 43.6061407, 1.4818219 43.6061169, 1.4815647 43.6060159, 1.4814737 43.6059792, 1.4811696 43.6058596)",138.71895155992345,7.966098236420198,0.0284691949677221,,,,,,,C
191057543,250979383,0,"[17543488, 1234589199]",tertiary,"['2', '3']",30,Rue Louis Plana,False,,False,129.77049559660625,,"LINESTRING (1.4825181 43.6063753, 1.4824669 43.6064409, 1.4824491 43.6064738, 1.4824234 43.6065207, 1.4823617 43.6066158, 1.4823396 43.6066479, 1.4822812 43.6067173, 1.4821927 43.6068071, 1.4821238 43.6068727, 1.4820472 43.6069518, 1.4819352 43.6070654, 1.4818085 43.607199, 1.4816456 43.6073514)",129.77049559660622,1.6777777317714924,0.0022315125290784,,,,,,,C
192194969,5231471551,0,"[970730542, 540857494]",tertiary,"['2', '1']",50,Avenue de l'AÃÂÃÂ©rodrome de Montaudran,True,,False,142.73410013708337,,"LINESTRING (1.4759953 43.5720275, 1.4760567 43.5720709, 1.4761454 43.5721134, 1.4762146 43.572132, 1.4763057 43.5721453, 1.4763913 43.5721484, 1.4764575 43.5721441, 1.476562 43.5721247, 1.4766896 43.5720757, 1.4767464 43.5720435, 1.4767954 43.5720091, 1.4768846 43.5719275, 1.4770006 43.5718075, 1.4770675 43.5717255, 1.4770945 43.5716923, 1.477176 43.5715802, 1.4772173 43.5715215, 1.4772498 43.5714752)",368.67156029240647,19.01914870794013,0.0042750070745707,,,,,,,C
192194969,192196488,0,616124468,tertiary,2,50,,True,,False,24.2259829174244,,"LINESTRING (1.4759953 43.5720275, 1.4759924 43.5721001, 1.4759566 43.5721679, 1.4758919 43.5722234)",126.84660055778568,10.167747420836989,0.0025766383695422,,roundabout,,,,,C
192195845,9015890,0,"[499548872, 18630489]",primary_link,1,"['90', '50']",,True,,False,158.5935023105989,,"LINESTRING (1.4754117 43.5721184, 1.4753514 43.5720745, 1.4753117 43.5720576, 1.4752798 43.5720475, 1.4752075 43.5720311, 1.4750993 43.5720221, 1.4749359 43.5720125, 1.4747863 43.5720277, 1.4745846 43.5720764, 1.4743325 43.5721888, 1.4740205 43.5723551, 1.4736884 43.5725251)",1692.4558473422755,23.608413953312105,0.0041743815777432,,,,,,,C
192195845,2860904815,0,872031453,tertiary,2,50,,True,,False,17.89721124026499,,"LINESTRING (1.4754117 43.5721184, 1.4754012 43.5720789, 1.4754009 43.5720387, 1.4754109 43.5719991, 1.4754308 43.5719615)",133.1753722349451,10.040187926562474,0.0045805828492939,,roundabout,,,,,C
192196488,9015875,0,616124467,tertiary,2,50,,True,,False,7.839166085836494,,"LINESTRING (1.4758919 43.5722234, 1.4758523 43.5722438, 1.4758086 43.5722594)",143.2334173893736,9.937629640793812,0.0075512818864025,,roundabout,,,,,C
192300568,192300569,0,22635255,tertiary,2,30,Avenue de la Gloire,False,,False,87.83978637767356,,"LINESTRING (1.4747825 43.6062216, 1.4746094 43.6062997, 1.4744053 43.606376, 1.4739439 43.6065401, 1.4738157 43.6065864)",87.83978637767356,1.5337956084932458,0.0127226081532919,,,,,,,C
192300568,250979396,0,22635255,tertiary,2,30,Avenue de la Gloire,False,,True,73.22705012823315,,"LINESTRING (1.4747825 43.6062216, 1.4748901 43.6061669, 1.4750272 43.6060905, 1.4751352 43.6060293, 1.4754094 43.6058572, 1.475488 43.6058068)",73.22705012823315,1.70407025527459,0.0105053217307227,,,,,,,C
192300568,250979301,0,23204114,residential,,30,Rue Pigni,False,,False,245.57422904284527,,"LINESTRING (1.4747825 43.6062216, 1.4748341 43.6062526, 1.4758211 43.6067634, 1.4771455 43.6074441, 1.4772612 43.6075082)",245.5742290428453,1.534377344342983,0.0007810951778166,,,,,,,C
192300569,1215273060,0,22635255,tertiary,2,30,Avenue de la Gloire,False,,False,19.498484637480125,,"LINESTRING (1.4738157 43.6065864, 1.4736905 43.6066289, 1.4735968 43.6066614)",19.498484637480125,1.6234597505397743,0.0199214897678046,,,,,,,C
192300569,192300568,0,22635255,tertiary,2,30,Avenue de la Gloire,False,,True,87.83978637767356,,"LINESTRING (1.4738157 43.6065864, 1.4739439 43.6065401, 1.4744053 43.606376, 1.4746094 43.6062997, 1.4747825 43.6062216)",87.83978637767356,1.5337956084932467,0.0109087423322403,,,,,,,C
192300569,250979686,0,"[23204189, 194945918]",residential,,30,"['Rue Charles Valaze', 'Rue Belloc CitÃÂÃÂ©']",False,,False,329.70598127635367,,"LINESTRING (1.4738157 43.6065864, 1.473858 43.6066252, 1.4741434 43.6067693, 1.474584 43.6069979, 1.4760578 43.6077503, 1.476117 43.6077795, 1.476161 43.607814, 1.4762046 43.6078718, 1.4762106 43.6079384, 1.4761916 43.607986, 1.4756797 43.6085196, 1.4756534 43.6085488)",329.70598127635367,1.5141685429841931,1.0253720747537457e-05,,,,,,,C
198177103,203825949,0,19115691,residential,,30,Rue Samuel de Champlain,False,,False,108.41385684514722,,"LINESTRING (1.4739892 43.6085599, 1.4751141 43.6090958)",108.41385684514722,1.4056420039409625,0.0056250720305261,,,,,,,C
198177103,198178147,0,19115777,residential,,30,Avenue Angla,False,,False,71.88376890732869,,"LINESTRING (1.4739892 43.6085599, 1.4744418 43.6080671, 1.4744836 43.6080216)",71.88376890732869,1.5359000558215747,0.0015120638128021,,,,,,,C
198177103,203824473,0,19115777,residential,,30,Avenue Angla,False,,True,75.21918026270714,,"LINESTRING (1.4739892 43.6085599, 1.4739315 43.6086201, 1.4738956 43.6086611, 1.4738816 43.6086961, 1.4737166 43.6088786, 1.4736314 43.6089401, 1.4735205 43.6090651, 1.4734916 43.609126)",75.21918026270713,1.417647559920433,0.0019870370128532,,,,,,,C
198177105,203825949,0,19115691,residential,,30,Rue Samuel de Champlain,False,,True,38.95581847703319,,"LINESTRING (1.475518 43.6092887, 1.4751141 43.6090958)",38.95581847703319,1.5360309877040208,0.0001746856638733,,,,,,,C
198177105,181680311,0,32063830,residential,,30,Rue Joseph de Pesquidoux,False,,False,76.4305333744455,,"LINESTRING (1.475518 43.6092887, 1.4760262 43.6087713, 1.4760484 43.6087564, 1.4760805 43.6087366)",76.4305333744455,1.5062361904546069,0.0046902455237295,,,,,,,C
198177105,203826646,0,32063830,residential,,30,Rue Joseph de Pesquidoux,False,,True,67.49601284264263,,"LINESTRING (1.475518 43.6092887, 1.4753357 43.6094858, 1.4753169 43.6095183, 1.4753075 43.6095523, 1.4753082 43.6095858, 1.4753222 43.6096145, 1.475341 43.6096387, 1.4753692 43.6096572, 1.4755791 43.6097548)",67.49601284264264,1.5379969686324604,0.0054683117574028,,,,,,,C
198178146,203825381,0,19115777,residential,,30,Avenue Angla,False,,False,73.63667629827354,,"LINESTRING (1.4724594 43.6102405, 1.4724972 43.6102034, 1.4727507 43.6099397, 1.4727651 43.6099172, 1.4727691 43.6098953, 1.4727785 43.6098761, 1.4728164 43.6098334, 1.4728375 43.6098215, 1.4728633 43.6098111, 1.4728818 43.6097975, 1.4729757 43.6097023)",73.63667629827351,1.578064097992706,0.0011488884445334,,,,,,,C
198178146,203825947,0,19635259,residential,,30,Rue de Soupetard,False,,False,104.26666922555896,,"LINESTRING (1.4724594 43.6102405, 1.472507 43.6102605, 1.4725418 43.6102754, 1.4727774 43.6103839, 1.4729002 43.6104387, 1.4735665 43.6107269)",104.26666922555896,1.6026209452571485,0.0005885586054264,,,,,,,C
198178146,203830121,0,19635259,residential,,30,Rue de Soupetard,False,,True,62.066610396386174,,"LINESTRING (1.4724594 43.6102405, 1.4724103 43.6102191, 1.4723731 43.6102032, 1.4718954 43.6099961, 1.4717973 43.6099546)",62.06661039638617,1.672239983164002,0.0001440982935077,,,,,,,C
198178146,251299002,0,36964833,residential,,30,Rue du GÃÂÃÂ©nÃÂÃÂ©ral FÃÂÃÂ©rriÃÂÃÂ©,False,,True,250.4880020125927,,"LINESTRING (1.4724594 43.6102405, 1.4724203 43.610279, 1.4720201 43.6107209, 1.4719862 43.6107374, 1.4719534 43.6107418, 1.4719205 43.6107408, 1.4717184 43.6107076, 1.4716744 43.6107073, 1.4716322 43.6107149, 1.4716027 43.6107285, 1.4715786 43.6107493, 1.4714096 43.6109341, 1.4712197 43.6111414, 1.471195 43.6111683, 1.4711722 43.6112183, 1.4711853 43.6112654, 1.4712004 43.6112863, 1.4714686 43.6115167, 1.4714951 43.6115706, 1.4714957 43.611598, 1.4714867 43.6116213, 1.4712996 43.6118844)",250.48800201259263,1.9369799159246632,0.0020961038294245,,,,,,,C
198178147,191045686,0,17543196,residential,,30,Chemin de Pelleport,False,,False,200.64160785085568,,"LINESTRING (1.4744836 43.6080216, 1.4743468 43.6079566, 1.4741072 43.6078554, 1.4739869 43.6078249, 1.4733587 43.6075502, 1.4732762 43.6075083, 1.4732355 43.6074694, 1.4732181 43.6074179, 1.4732382 43.6073742, 1.4734565 43.6071358, 1.4735011 43.6070878, 1.4735064 43.6070421, 1.473489 43.6069999, 1.473434 43.6069431, 1.4733696 43.6068988, 1.4733213 43.6068741, 1.4732818 43.6068642)",200.6416078508557,1.5292428674697287,2.0135030329910112e-05,,,,,,,C
198178147,250979686,0,17543196,residential,,30,Chemin de Pelleport,False,,True,110.9380797479314,,"LINESTRING (1.4744836 43.6080216, 1.4749762 43.6082431, 1.4756534 43.6085488)",110.9380797479314,1.504030289115798,0.0026325000443169,,,,,,,C
198178147,198177103,0,19115777,residential,,30,Avenue Angla,False,,True,71.88376890732869,,"LINESTRING (1.4744836 43.6080216, 1.4744418 43.6080671, 1.4739892 43.6085599)",71.88376890732869,1.535900055821575,0.0076945608753469,,,,,,,C
198184369,198184618,0,19116086,tertiary,,30,,True,,False,8.31458498043028,,"LINESTRING (1.4773649 43.6126358, 1.4773329 43.612645, 1.4772985 43.6126458, 1.4772658 43.612638)",41.83439696321063,4.232710896244662,0.0081491507709581,,roundabout,,,,,C
198184369,251313015,0,23229286,residential,,30,Avenue de l'Hers,False,,True,53.25032765881392,,"LINESTRING (1.4773649 43.6126358, 1.4774137 43.6126615, 1.4775103 43.6127081, 1.4778333 43.612873, 1.4779076 43.6129095)",53.25032765881392,1.6044120633672514,0.0006458602700398,,,,,,,C
198184618,251313019,0,597493897,tertiary,2,30,Rue Louis Plana,False,,False,99.31056343376004,,"LINESTRING (1.4772658 43.612638, 1.477242 43.6126736, 1.4772089 43.6127174, 1.4771394 43.6128081, 1.4770362 43.6129363, 1.4769115 43.6130746, 1.4768189 43.6131756, 1.4767331 43.6132586, 1.4766506 43.6133358, 1.4766018 43.613389)",99.31056343376004,1.514023712694036,0.0076896947027888,,,,,,,C
198184618,2042775548,0,1247672176,tertiary,,30,,True,,False,9.620142014988923,,"LINESTRING (1.4772658 43.612638, 1.4772462 43.612628, 1.4772305 43.612615, 1.4772196 43.6125996, 1.477214 43.6125828, 1.4772141 43.6125655)",40.52883992865199,4.193880460446589,0.0114339662121777,,roundabout,,,,,C
198184623,11218603060,0,"[597493891, 597493892, 597493893]",tertiary,"['2', '3']",30,Rue Louis Plana,False,,True,54.47216599086523,,"LINESTRING (1.4772973 43.6125033, 1.4772957 43.6124804, 1.4772863 43.612443, 1.477237 43.6122159, 1.4772254 43.6121612, 1.4772265 43.6120613, 1.4772373 43.6120182)",54.47216599086523,1.5130675570566572,0.0110780901027462,,,,,,,C
198184623,198184369,0,"[1247672178, 1247672174, 1247672175]",tertiary,,30,,True,,False,21.92594511015266,,"LINESTRING (1.4772973 43.6125033, 1.4773236 43.6125028, 1.4773492 43.6125074, 1.4773722 43.6125167, 1.4773911 43.61253, 1.477403 43.612544, 1.4774102 43.6125597, 1.4774123 43.6125761, 1.4774092 43.6125924, 1.4773929 43.6126172, 1.4773649 43.6126358)",28.223036833488248,4.188590475917961,0.0083996345206479,,roundabout,,,,,C
198208858,1381685007,0,19117750,residential,,30,Rue Maran,True,,False,174.33055990704645,,"LINESTRING (1.4448367 43.5807717, 1.4449013 43.5807892, 1.4450549 43.580795, 1.4469937 43.5808688)",446.4904030209357,7.42264796843518,0.0014951563459036,,,,,,,C
198208858,239954726,0,50891480,tertiary,,30,Rue Saint-Roch,False,,False,63.47543215734744,,"LINESTRING (1.4448367 43.5807717, 1.4447758 43.5808306, 1.4446051 43.5809956, 1.4445156 43.5810948, 1.4443854 43.5812393)",63.47543215734743,1.45251917664107,0.0034720141202424,,,,,,,C
198208858,1379511535,0,50891480,tertiary,,30,Rue Saint-Roch,False,,True,148.73545262704397,,"LINESTRING (1.4448367 43.5807717, 1.4452805 43.5803346, 1.445524 43.5800948, 1.4456064 43.5800137, 1.4458607 43.5797634, 1.4459237 43.5796907)",148.73545262704394,1.7302581478199732,0.0051080660236334,,,,,,,C
203598495,2172117663,0,19605569,residential,,30,Rue Bernadette,False,,False,159.49426255467364,,"LINESTRING (1.4196521 43.5740017, 1.4196931 43.573985, 1.4197315 43.5739693, 1.4206131 43.5737243, 1.4214949 43.5734792)",159.49426255467364,1.3576191617426143,0.000309721952362,,,,,,,C
203598495,232707626,0,105365891,secondary,2,50,Route de Seysses,False,M 15,False,32.491988564226034,,"LINESTRING (1.4196521 43.5740017, 1.4195189 43.5738448, 1.4194438 43.5737515)",32.491988564226034,1.499893464731172,0.01155435432817,,,,,,,C
203598495,769424605,0,149950697,secondary,2,50,Route de Seysses,False,M 15,True,206.30472969951373,,"LINESTRING (1.4196521 43.5740017, 1.420011 43.574452, 1.4201126 43.5745794, 1.4202552 43.5747583, 1.4203113 43.5748294, 1.4205229 43.5750973, 1.4205352 43.5751128, 1.4207253 43.5753535, 1.4208757 43.575544, 1.4209296 43.5756097)",206.30472969951373,1.5008432126566598,0.0153119085024497,,,,,,,C
203598498,232707710,0,2305863,secondary,1,50,Route d'Espagne,True,,False,65.94225480457415,,"LINESTRING (1.4242134 43.5727112, 1.4242722 43.5721197)",79.52509389204023,4.504692023616494,0.0034636472827317,,,,,,,C
203598498,333030667,0,207086679,residential,,30,Rue Bernadette,False,,False,6.82264178177087,,"LINESTRING (1.4242134 43.5727112, 1.4242979 43.5727153)",6.82264178177087,1.5517130543860382,0.0002830324855252,,,,,,,C
203598498,2172117656,0,207086679,residential,,30,Rue Bernadette,False,,True,185.8019490989344,,"LINESTRING (1.4242134 43.5727112, 1.4241508 43.5727289, 1.4229189 43.5730764, 1.422064 43.5733171)",185.8019490989344,1.5861166421619377,0.0001676595065571,,,,,,,C
203604896,244619234,0,19606019,residential,,30,Rue de la Faourette,False,,False,35.21170554337558,,"LINESTRING (1.4173829 43.5796006, 1.4177924 43.5794898)",35.21170554337558,1.545593527698782,0.0025327683342857,,,,,,,C
